Year,Budget (in Billion $),Success Rate (%),Duration (in Days),Num_Collaborators,Tech_Maturity,Mission Type_Unmanned,Technology Used_Nuclear Propulsion,Technology Used_Reusable Rocket,Technology Used_Solar Propulsion,Technology Used_Traditional Rocket,Country_France,Country_Germany,Country_India,Country_Israel,Country_Japan,Country_Russia,Country_UAE,Country_UK,Country_USA,Satellite Type_Navigation,Satellite Type_Research,Satellite Type_Spy,Satellite Type_Weather,Environmental Impact_Low,Environmental Impact_Medium,Tech_Budget_Power
2025,24.74,87.0,61,2,1.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,24.74
2015,44.84,79.0,308,2,3.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,134.52
2011,5.34,68.0,24,2,4.0,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,21.36
2001,4.26,61.0,110,2,3.0,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,12.78
2009,29.46,70.0,297,2,2.0,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,58.92
2022,33.25,60.0,48,3,1.0,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,33.25
2002,48.84,68.0,301,1,4.0,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,195.36
2025,7.91,60.0,229,2,4.0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,31.64
2011,24.81,65.0,230,3,3.0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,74.42999999999999
2014,9.43,85.0,357,1,1.0,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,9.43
2025,2.31,66.0,310,3,1.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,2.31
2011,0.97,91.0,272,2,2.0,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,1.94
2015,23.43,85.0,91,3,3.0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,70.28999999999999
2016,7.26,63.0,47,1,2.0,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,14.52
2012,13.53,87.0,181,1,4.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,54.12
2014,8.22,95.0,44,3,4.0,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,32.88
2016,43.74,91.0,223,1,3.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,131.22
2024,26.6,100.0,13,3,1.0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,26.6
2009,46.49,77.0,353,1,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,46.49
2022,40.22,62.0,229,3,4.0,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,160.88
2018,18.27,97.0,270,2,4.0,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,73.08
2004,22.05,82.0,38,3,2.0,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,44.1
2009,33.8,74.0,243,1,4.0,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,135.2
2000,10.78,97.0,66,1,1.0,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,10.78
2003,37.2,80.0,194,3,1.0,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,37.2
2013,23.02,53.0,236,2,3.0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,69.06
2014,34.36,80.0,118,3,2.0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,68.72
2021,14.41,92.0,251,1,1.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,14.41
2024,17.65,89.0,335,3,4.0,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,70.6
2015,4.93,65.0,276,3,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,4.93
2019,41.81,85.0,301,1,3.0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,125.43
2017,19.56,68.0,300,3,1.0,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,19.56
2007,8.35,86.0,142,2,1.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,8.35
2020,17.22,50.0,138,3,1.0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,17.22
2013,44.8,81.0,193,1,1.0,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,44.8
2009,35.21,55.0,222,1,1.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,35.21
2008,13.7,84.0,105,2,1.0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,13.7
2022,25.52,85.0,290,1,3.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,76.56
2007,33.15,68.0,327,2,2.0,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,66.3
2023,8.82,67.0,172,1,2.0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,17.64
2024,34.04,75.0,26,3,4.0,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,136.16
2008,22.62,74.0,320,2,1.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,22.62
2005,10.38,51.0,357,3,2.0,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,20.76
2006,7.87,81.0,240,2,3.0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,23.61
2007,26.44,84.0,209,2,2.0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,52.88
2006,26.97,82.0,51,1,2.0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,53.94
2001,41.25,51.0,69,1,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,41.25
2010,4.79,93.0,122,3,3.0,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,14.370000000000001
2004,10.49,55.0,278,1,1.0,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,10.49
2020,28.21,87.0,40,1,4.0,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,112.84
2016,34.64,68.0,360,2,4.0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,138.56
2015,34.12,50.0,34,1,1.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,34.12
2014,5.0,68.0,233,3,1.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,5.0
2001,16.46,57.0,296,2,4.0,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,65.84
2015,28.13,95.0,209,1,1.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,28.13
2008,21.3,83.0,325,2,2.0,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,42.6
2012,43.09,73.0,253,2,1.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,43.09
2022,37.91,55.0,69,1,1.0,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,37.91
2008,3.17,68.0,178,3,2.0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,6.34
2006,0.85,73.0,334,3,1.0,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,0.85
2022,5.31,87.0,142,3,4.0,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,21.24
2022,37.06,60.0,170,1,3.0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,111.18
2012,10.86,70.0,2,2,1.0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,10.86
2004,16.7,60.0,271,1,4.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,66.8
2005,48.71,76.0,199,3,1.0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,48.71
2015,32.36,70.0,39,2,1.0,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,32.36
2004,8.78,71.0,330,2,4.0,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,35.12
2001,1.93,90.0,209,2,1.0,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,1.93
2009,38.92,78.0,316,3,4.0,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,155.68
2005,37.67,76.0,351,1,2.0,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,75.34
2006,48.28,95.0,215,1,4.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,193.12
2013,36.12,98.0,122,1,1.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,36.12
2003,45.83,82.0,158,3,1.0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,45.83
2017,33.17,89.0,352,1,2.0,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,66.34
2011,42.82,100.0,108,2,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,42.82
2002,11.75,60.0,36,2,2.0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,23.5
2008,42.55,71.0,141,1,1.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,42.55
2004,25.84,70.0,81,2,1.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,25.84
2018,36.71,61.0,53,2,4.0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,146.84
2000,20.27,66.0,2,3,2.0,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,40.54
2012,15.17,78.0,248,2,2.0,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,30.34
2024,12.38,73.0,164,2,3.0,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,37.14
2006,23.3,56.0,169,3,3.0,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,69.9
2022,14.89,78.0,310,2,2.0,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,29.78
2011,22.49,64.0,150,1,4.0,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,89.96
2015,24.79,84.0,132,3,1.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,24.79
2023,17.17,51.0,39,1,1.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,17.17
2021,47.11,98.0,139,2,2.0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,94.22
2012,0.62,53.0,349,3,1.0,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,0.62
2018,46.9,58.0,42,1,2.0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,93.8
2007,30.25,82.0,33,3,1.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,30.25
2003,21.75,76.0,33,1,1.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,21.75
2007,24.88,54.0,218,1,3.0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,74.64
2012,10.79,86.0,78,3,1.0,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,10.79
2008,15.13,72.0,254,1,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,15.13
2022,3.81,82.0,338,1,4.0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,15.24
2000,36.4,55.0,75,2,3.0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,109.19999999999999
2019,24.46,83.0,28,1,4.0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,97.84
2012,5.3,86.0,57,3,3.0,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,15.899999999999999
2021,17.59,61.0,40,1,3.0,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,52.769999999999996
2000,31.46,93.0,193,1,2.0,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,62.92
2016,31.41,86.0,285,2,4.0,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,125.64
2014,3.77,84.0,202,1,2.0,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,7.54
2024,26.55,92.0,323,3,1.0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,26.55
2024,15.62,89.0,27,3,1.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,15.62
2012,25.54,88.0,43,2,3.0,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,76.62
2013,28.8,89.0,213,1,2.0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,57.6
2000,41.13,96.0,173,3,2.0,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,82.26
2017,24.68,64.0,332,1,4.0,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,98.72
2006,14.56,58.0,13,1,1.0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,14.56
2006,27.37,80.0,182,2,1.0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,27.37
2011,18.48,70.0,349,3,2.0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,36.96
2001,28.93,63.0,132,1,2.0,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,57.86
2001,34.81,78.0,99,1,3.0,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,104.43
2021,38.15,83.0,45,3,1.0,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,38.15
2002,5.8,55.0,84,3,1.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,5.8
2007,8.78,51.0,294,2,1.0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,8.78
2006,27.85,64.0,334,3,4.0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,111.4
2014,42.79,77.0,309,1,2.0,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,85.58
2014,7.02,58.0,297,3,1.0,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,7.02
2003,34.18,88.0,136,2,2.0,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,68.36
2008,44.62,100.0,220,2,2.0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,89.24
2008,29.68,57.0,221,3,1.0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,29.68
2021,22.78,69.0,145,2,1.0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,22.78
2005,42.07,93.0,182,1,1.0,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,42.07
2018,17.39,100.0,13,3,3.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,52.17
2021,35.09,52.0,64,1,1.0,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,35.09
2022,46.12,58.0,125,2,2.0,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,92.24
2004,15.8,52.0,166,2,4.0,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,63.2
2013,36.57,82.0,239,2,1.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,36.57
2013,13.39,54.0,68,2,2.0,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,26.78
2005,8.56,56.0,165,3,2.0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,17.12
2023,3.15,77.0,361,3,1.0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,3.15
2023,42.57,88.0,85,3,1.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,42.57
2021,49.14,94.0,257,2,4.0,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,196.56
2007,31.49,91.0,64,1,1.0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,31.49
2023,3.9,69.0,162,3,1.0,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,3.9
2016,45.03,91.0,144,1,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,45.03
2010,46.12,91.0,319,1,4.0,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,184.48
2008,44.72,86.0,264,3,1.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,44.72
2025,9.3,85.0,38,1,4.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,37.2
2025,21.78,97.0,145,1,3.0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,65.34
2003,3.57,63.0,164,2,4.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,14.28
2019,7.45,82.0,352,3,1.0,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,7.45
2018,12.2,53.0,315,1,2.0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,24.4
2019,8.21,53.0,287,2,3.0,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,24.630000000000003
2005,46.6,89.0,231,1,4.0,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,186.4
2010,10.14,66.0,151,2,3.0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,30.42
2017,37.13,83.0,42,1,4.0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,148.52
2023,19.16,93.0,50,3,3.0,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,57.480000000000004
2005,23.22,73.0,252,1,1.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,23.22
2025,8.88,87.0,357,1,2.0,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,17.76
2022,39.54,89.0,92,2,3.0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,118.62
2012,24.77,55.0,67,2,2.0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,49.54
2014,45.37,65.0,289,1,3.0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,136.10999999999999
2025,48.51,58.0,13,1,1.0,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,48.51
2007,26.74,66.0,84,3,2.0,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,53.48
2019,34.83,82.0,211,1,3.0,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,104.49
2003,5.65,95.0,227,3,1.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,5.65
2021,47.34,96.0,69,3,1.0,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,47.34
2002,23.1,70.0,203,2,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,23.1
2017,37.67,100.0,163,3,2.0,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,75.34
2003,48.5,85.0,142,3,3.0,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,145.5
2012,8.75,51.0,33,1,1.0,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,8.75
2023,44.18,74.0,217,2,1.0,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,44.18
2016,20.26,83.0,258,1,1.0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,20.26
2020,1.71,97.0,218,3,1.0,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,1.71
2022,44.03,57.0,88,3,1.0,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,44.03
2007,21.03,97.0,355,1,1.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,21.03
2018,44.79,58.0,13,3,1.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,44.79
2013,39.42,88.0,99,1,1.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,39.42
2000,46.67,61.0,348,1,1.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,46.67
2021,20.38,85.0,191,1,2.0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,40.76
2012,4.47,54.0,90,2,4.0,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,17.88
2009,0.9,83.0,247,3,3.0,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,2.7
2010,29.05,75.0,69,3,1.0,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,29.05
2011,30.47,91.0,344,2,1.0,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,30.47
2023,48.63,62.0,257,3,2.0,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,97.26
2006,3.06,76.0,227,2,1.0,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,3.06
2001,23.97,57.0,227,1,2.0,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,47.94
2014,22.92,66.0,119,1,2.0,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,45.84
2014,21.95,97.0,307,3,4.0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,87.8
2007,38.73,82.0,291,1,1.0,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,38.73
2013,21.71,50.0,104,1,4.0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,86.84
2002,44.45,95.0,41,1,1.0,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,44.45
2013,12.45,55.0,354,3,3.0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,37.349999999999994
2014,41.97,98.0,202,2,3.0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,125.91
2019,29.32,56.0,329,1,1.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,29.32
2005,6.13,71.0,220,2,2.0,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,12.26
2004,24.85,67.0,325,1,3.0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,74.55000000000001
2007,39.55,69.0,45,2,2.0,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,79.1
2019,42.9,92.0,17,3,4.0,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,171.6
2005,15.24,63.0,41,2,2.0,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,30.48
2000,48.14,93.0,78,2,4.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,192.56
2003,14.01,60.0,22,2,3.0,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,42.03
2015,44.47,84.0,273,3,1.0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,44.47
2019,19.46,100.0,125,2,4.0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,77.84
2005,4.84,94.0,171,1,1.0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,4.84
2016,5.79,60.0,30,2,3.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,17.37
2020,26.65,59.0,4,3,1.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,26.65
2003,39.84,92.0,206,3,2.0,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,79.68
2017,24.21,94.0,231,1,1.0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,24.21
2009,21.28,60.0,84,3,3.0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,63.84
2017,42.31,97.0,206,3,4.0,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,169.24
2018,27.37,77.0,138,2,4.0,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,109.48
2024,42.86,98.0,318,1,1.0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,42.86
2006,29.47,51.0,2,3,2.0,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,58.94
2006,17.91,82.0,234,2,3.0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,53.730000000000004
2001,21.11,77.0,302,2,1.0,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,21.11
2019,15.28,66.0,102,2,1.0,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,15.28
2020,27.83,70.0,13,3,2.0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,55.66
2016,23.12,58.0,127,1,4.0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,92.48
2004,49.97,83.0,7,1,1.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,49.97
2024,49.18,75.0,311,3,1.0,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,49.18
2011,35.21,93.0,355,1,4.0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,140.84
2008,4.86,61.0,186,1,4.0,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,19.44
2013,21.35,68.0,347,3,3.0,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,64.05000000000001
